galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
UGC03205,0.6006371156993957,0.5460434270443887,0.6561887326371036,0.4498283808113326,0.3642141851323306,0.5638118879177746,85.27025110509055,73.64825602479843,101.36652381521527,21.716051994347268,18.986203191656053,24.250360231677437,4.698494446094227,48,0.5500781250000001
UGC03546,0.44287396798586376,0.37081546174682795,0.5205542707449979,0.4527545387171747,0.4179305126865092,0.48798442410881177,9498.82326235118,6756.670586190289,12808.478261862585,0.786125675639259,0.6881576722744172,0.9224706502117848,0.7691199094889009,30,0.561546875
UGC04278,0.4248533938400512,0.34377363020397755,0.524846610213935,0.7040565203533279,0.5558864931803326,0.8787359663758172,2679.110812691648,2070.690971866705,3465.196345857459,0.7588159140900421,0.6266661010620874,0.91548776011634,3.601410417860366,25,0.5906875
UGC04325,0.5519958793119004,0.4348109802693384,0.7125684467168081,0.7162336475547214,0.5649057551738274,0.8881174625628098,399.6549554463202,191.57927123148977,43602.179107967735,5.142998839122158,0.18774263845503378,7.700568083491698,9.483409657041678,8,0.38792187499999997
UGC04499,0.49623923928990854,0.39338381718244403,0.6205159317360264,0.6930564481015775,0.5562291430422226,0.8784313008285626,3034.173011995391,1290.9651833279775,5005.220179260167,0.6040074342743655,0.43768354910806023,1.124598448866348,1.299842798651803,9,0.5558593749999999
UGC05005,0.4752158987418901,0.37627067208218645,0.5875710396299813,0.7022348941010422,0.5591133893207476,0.8788328274726356,416.9213849983808,225.24320971227212,736.4047249472982,2.361340962329246,1.595210531992893,3.6957159457283195,0.5961904819871572,11,0.5913906250000001
UGC05414,0.4811186318578554,0.3839963764099801,0.5968886568018009,0.6990850441742351,0.5551585093078211,0.8882673498464685,1771.1490679724172,976.2860336461777,3158.777066276242,0.7973441337480196,0.49905985891665794,1.2870093974273114,4.401404569843809,6,0.5901406249999999
UGC05721,0.454371282650547,0.36787947057706455,0.5576952739812935,0.697431677885868,0.5559930002579668,0.8722177304233393,62060.693665781815,49485.60470479218,76798.21157743476,0.14544546299776726,0.13096275112331093,0.1626322753845966,0.8037952838654346,23,0.59153125
UGC05750,0.5341232539838684,0.4202498929575943,0.6809503909024777,0.7009021203910308,0.5594336168627027,0.8810168343692489,827.8744559673614,474.7914221177458,1438.8639779760838,1.0998632059397273,0.7358944529361823,1.6490200155580341,2.228937302011888,11,0.593078125
UGC06399,0.5116292790250007,0.40718541640406325,0.6445008870254003,0.7077464652772643,0.5610868357660952,0.8862361752146325,2653.9811332690633,1195.097312289581,4964.617258387476,0.9016069719458516,0.5708176875509903,1.7015369983471142,0.9526916511630796,9,0.576328125
UGC06446,0.5476192061643745,0.4299523944824056,0.7175820343172851,0.6985218401767753,0.5574776286794667,0.881512953454903,271.4435899944112,209.6344477550208,371.27321370371294,5.072595456605946,4.1336766806326555,5.944220478638825,1.3093854470210244,17,0.551375
UGC06614,0.4612552934431563,0.37285710087310486,0.5716483530756956,0.5252478410703846,0.46928446435671856,0.5830435746760172,399.93705534314455,184.43805645360882,752.7567675140299,5.203126546339934,3.383681021152867,9.504979612080941,0.3360864215594631,13,0.575875
UGC06667,0.5004966122305153,0.3964496117589484,0.6312314825006903,0.6992546236461591,0.5568394611211585,0.8719176960920291,3822.3046292426434,2174.2618412589018,5985.812862790303,0.7329152904812802,0.5362195334563622,1.1313677585669732,1.7278759416949332,9,0.5782968749999999
UGC06786,0.436493350752925,0.37457857724476246,0.504617611103975,0.8155721546934694,0.7435249042145446,0.8777534710740784,11804.742970092759,10003.840450565744,13808.37513353065,0.8973128061430351,0.8333773492274446,0.9715771118867326,1.5084475183089578,45,0.57296875
UGC06917,0.4947331071470603,0.39088610557755504,0.6191712245041351,0.6961031442725479,0.5475405983940099,0.8808797816270892,4834.573841957538,2085.8436802009173,7765.811260275417,0.7025721773095635,0.5239084923424558,1.2635185660376012,0.8184991610828037,11,0.534546875
UGC06930,0.5163660261789333,0.40648603675413436,0.6647649100800281,0.7077476051205798,0.5619750482089638,0.8899634496299464,3270.029675616269,65.13491485770321,8096.1894944478545,0.7964562043910021,0.4818817220015004,14.125612066088532,0.7841337237851193,10,0.39828125000000003
UGC06983,0.5079884798276374,0.4023656275034507,0.6508465921827822,0.7032675072930491,0.5586693192401228,0.8837898463319988,87.38122948087603,63.84048227993392,120.5599210783709,13.648362191585928,11.322087583782316,16.15582948389397,1.4201192999971561,17,0.580609375
UGC07125,0.48538432312821134,0.38644115697762654,0.60641850092571,0.6952638852287317,0.5574659918003518,0.8665691357127654,1261.2343528494073,789.8112926829299,1824.0592478035323,0.688981310064271,0.564441067493696,0.8948871323991325,0.7864647148900074,13,0.582859375
UGC07151,0.5900805027020973,0.4560399325979367,0.7595526480978438,0.7011559225874426,0.5562390700444514,0.875786427379165,11434.021324888776,5417.315818419248,19395.182894175774,0.2692832712137509,0.20261058615713304,0.41668447967276495,3.238012347467439,11,0.53421875
UGC07323,0.5010813360506903,0.39485176996778404,0.6229874741134032,0.7007353700054848,0.5523687546186311,0.8715277228668397,1913.6944370992555,1172.305621016951,3067.7537707248034,0.9206868811039495,0.6396265521930341,1.3060165683425042,2.1779731774183655,10,0.5839687499999999
UGC07399,0.4904545848779736,0.39316177667274466,0.6145206335978429,0.7011842403076746,0.5550118179333744,0.8786472279503078,27770.975233227222,1165.4773123405962,38627.49341827912,0.28357020950476086,0.23186391774876186,3.1000224386158055,1.0932702070146576,10,0.44584375
UGC07524,0.4698986822466831,0.37868429784735275,0.5896868760189653,0.6953673479338042,0.5543831434161304,0.8783668689383616,2402.9167438930576,1891.4321539475525,2995.656732131032,0.7395745759297974,0.6392763061863985,0.8713538798586471,1.0482533547507527,31,0.589328125
UGC07603,0.4709093619965107,0.376702712735349,0.5863027800823633,0.6987320177966192,0.5568770348135694,0.8780247038887948,11252.411562527934,6528.134270758647,17236.73597575974,0.29180489261430503,0.22206435640396704,0.42798947367324625,1.8545307886483282,12,0.578984375
UGC07608,0.5058075458191301,0.3995142421831501,0.6455163780563019,0.6957690284431396,0.5522728267784237,0.871150968245152,2676.884862617692,1237.720203248835,5883.247483079553,0.7757652195781252,0.4214835083579914,1.4493949406474231,1.09545315331168,8,0.589796875
UGC08286,0.748384383361936,0.5678688567630945,0.9731380708787024,0.704382509906846,0.5608828522024069,0.8874731266664836,255.5438615862361,218.01442620570728,305.987669466905,5.45781052769291,4.797688078614636,6.060732115015877,13.323452530288119,17,0.562765625
UGC08490,0.5261386156459908,0.40077918934565593,0.6879361375418646,0.710049511993465,0.5551908535148611,0.9056442996283318,128.5310506196095,98.58838738265408,167.9329274484067,7.753086640169143,6.599771314929247,9.012678103541342,6.4847104270064,30,0.553453125
UGC08550,0.5450408767968413,0.4289239328711994,0.7003055224789112,0.6998194636691161,0.5584871764380008,0.8732944656394798,8964.890858895124,319.29885959346416,15072.187648051973,0.2729674148518264,0.20156297419516297,3.3507198562542757,1.0903146236608625,11,0.401875
UGC09133,0.7534693463503017,0.7111120317971218,0.7954168664452892,0.5613810262568256,0.5419892677120911,0.5790863088520893,1797.2249905165022,1421.088363708398,2142.698663219762,2.222239512518948,2.063925626655559,2.4648706921028807,10.577390294741305,68,0.577234375
UGC10310,0.5257313056274493,0.4162065452110667,0.6733843782329894,0.7093700023359872,0.5635766919918146,0.8992464187003721,3031.425751484356,0.5428233256714662,11527.190209838789,0.6159749836115544,0.270503164772552,90.01819364490245,1.505052362365339,7,0.371
UGC11455,0.45102056981030253,0.4066242740876359,0.49069869198734656,0.6888149831643705,0.5529509829148701,0.8726193459485543,2616.93266610908,1674.6313705713667,3958.2911120018516,2.088653761711382,1.6925962371251473,2.66139923370799,8.656501443706173,36,0.5848125
UGC11820,0.5388001371200517,0.4293814726353492,0.6625129449173413,0.695779926682266,0.5520736849912323,0.8785975406605283,1057.0035224871715,780.3039646786029,1416.1125629383012,1.1882115498138128,0.9826964209267087,1.466685199840838,1.846806551095509,10,0.58103125
UGC11914,0.45956098178583504,0.39438070135648556,0.5295013168246554,0.9318281666672125,0.9066082177096695,0.9491166659034822,8400.292011599824,4957.207033446904,16164.771990049692,1.2832612634245988,0.8164719693065653,1.9017085266691338,1.9416694921556792,65,0.48610937499999995
UGC12632,0.5190635494753084,0.4080980393197826,0.655323396127042,0.7072498290088567,0.5556857060501322,0.8850778005673062,4877.1680157968185,3736.43007685478,6282.649409019009,0.438135124808689,0.3797966596624766,0.513095655756741,0.27470267878839477,15,0.558828125
UGC12732,0.5432188409274481,0.4266661144180907,0.6843161055403988,0.69137897587728,0.5443257288527146,0.8716477430937334,2953.3562647529584,2123.9237204584288,3863.6630141117753,0.7300785957556282,0.6197771160289818,0.8987644136579739,0.3146376052017866,16,0.57878125
UGCA442,0.48923405255202823,0.3872168316367127,0.6199983640103157,0.6940359951598023,0.5495902768429122,0.8807367366800168,2105.6972600690083,1374.1962749861846,3088.242074994277,0.6539754817520526,0.5027511185207333,0.8962729896681343,4.1492256366852756,8,0.5770468750000001
