,galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
91,NGC7793,0.7371333967257946,0.6395815541009553,0.8060457714493352,0.7034029515475717,0.5591861243912666,0.8809176629885735,8802.305384670639,7195.386793082162,11635.691709998215,2.1945029937508256,1.4443474258780715,3.2418716618220307,0.818441941908458,46,0.573375
92,NGC7814,0.5055980987562935,0.40390289441966243,0.6334710464578001,0.56889296346206,0.5165283113186899,0.6171490465050561,41015.39356224757,39274.98149127478,42896.66194346612,1.9858681941075385,1.4746765244042375,2.5751815132462275,0.36810210804947213,18,0.584140625
93,PGC51017,0.5607873298232408,0.4857369016436195,0.6371130575721335,0.7057665825195008,0.5603798562404367,0.8777756132590653,36.47196616057664,0.9009089159157029,17734.419886308948,29.364637599852117,0.08271196186210221,912.8947939094174,3.8429334045719794,6,0.473953125
94,UGC00128,0.5399907339746642,0.43858336601858355,0.6628497490771219,0.7044202969118702,0.5600602168417715,0.886773937293497,16222.157773381554,15981.232269525459,16459.57070170467,2.6702981100176904,2.496525134904597,2.869799818903077,3.604925081326893,22,0.589875
95,UGC00191,0.4939630830491115,0.39629637843566007,0.6190585693360293,0.6998343822233984,0.5592570263158252,0.8761043815424847,6076.048379511261,5842.173484837614,6301.828397033547,0.9916950761472862,0.9224616974666767,1.0763273713984811,1.8904868385994718,9,0.5940000000000001
96,UGC00731,0.502897903211517,0.39921765202936704,0.6292630959164993,0.7022414845271874,0.5594086039578245,0.8727087156541382,5086.863563660312,4837.8425646773485,5353.2376070466635,1.1283917894795283,1.0166386529220637,1.255241535560688,0.19492038422885577,12,0.5980156249999999
97,UGC00891,0.496918154422669,0.3975195924559709,0.6157341164727147,0.6988020077065265,0.5598443384526498,0.8833278358893879,7261.362594212026,6641.671804653901,8001.17005157811,3.3130862294640218,2.984475282524111,3.688068258967432,0.696744302308593,5,0.59471875
98,UGC01230,0.5266904067170713,0.41806006765827963,0.6646199896926962,0.7118126006217153,0.5640938931221113,0.8979813590264736,10214.896209354387,9001.103585347915,11669.834740972781,1.5227548896943026,1.0070516119974164,2.1063062581069887,1.02419000751223,11,0.59234375
99,UGC01281,0.5000791689774543,0.4992869279503019,0.5008676545536366,0.7001241696320676,0.6997453442671071,0.7006500232348899,1112.307733617921,1111.3773283182152,1113.8484615614873,1.9205342668676968,1.918103906440227,1.9218424591242336,14.728309330715788,25,0.0
100,UGC02023,0.5367682636369371,0.41948734924941306,0.6883309758490306,0.7042326061079973,0.5590810481128282,0.8861070308521021,82315.05813421769,264.88725523644445,23296843.58289329,34.389714447421376,2.3842501997237053,430.5394177238258,9.06010615292487,5,0.47176562499999997
101,UGC02259,0.500960103080649,0.3988133439539288,0.6250094460687436,0.6963845936143743,0.5601510591793387,0.8716525761807091,7119.616955251239,6754.0945976516405,7482.314203898076,0.5783586623132966,0.4840784113431835,0.6790766086008178,0.7331679620959504,8,0.59346875
